MAE/step,RMSE/step,Model,Model Arch,Coin,Input Width,Label Width,Batch Size,Learning Rate,Num Epochs,Windows Normalization Length,Train Loss,Validation Loss,Features
82.01802435700515,174.7870847251464,ConvFC,"ConvFC(;   (conv): Conv1d(1, 16, kernel_size=(3,), stride=(1,));   (fc): Sequential(;     (0): Linear(in_features=1568, out_features=128, bias=True);     (1): ReLU();     (2): Linear(in_features=128, out_features=12, bias=True);   ); )",BTCUSDT,100,12,64,0.0005,50,30,0.001738726548672959,0.002011919450234163,close
84.15464117035098,178.92269334651402,SimpleFC,"SimpleFC(;   (fc): Sequential(;     (0): Flatten(start_dim=1, end_dim=-1);     (1): Linear(in_features=100, out_features=128, bias=True);     (2): ReLU();     (3): Linear(in_features=128, out_features=12, bias=True);   ); )",BTCUSDT,100,12,64,0.0005,50,30,0.001720038538147786,0.0020418945598137082,close
79.47634121144081,173.32583318858084,GRUStacked,"GRUStacked(;   (gru): GRU(1, 64, num_layers=2, batch_first=True);   (fc): Linear(in_features=64, out_features=12, bias=True); )",BTCUSDT,100,12,64,0.0005,50,30,0.001638843088196169,0.001961264316417763,close
78.83058624932778,171.96015529908402,TransformerTimeSeries,"TransformerTimeSeries(;   (input_projection): Linear(in_features=1, out_features=64, bias=True);   (transformer_encoder): TransformerEncoder(;     (layers): ModuleList(;       (0-1): 2 x TransformerEncoderLayer(;         (self_attn): MultiheadAttention(;           (out_proj): NonDynamicallyQuantizab",BTCUSDT,100,12,64,0.0005,50,30,0.0017334138953787452,0.0019978477404051314,close
84.62893678820662,177.5154515513725,ConvFC,"ConvFC(;   (conv): Conv1d(1, 16, kernel_size=(3,), stride=(1,));   (fc): Sequential(;     (0): Linear(in_features=1568, out_features=128, bias=True);     (1): ReLU();     (2): Linear(in_features=128, out_features=12, bias=True);   ); )",BTCUSDT,100,12,64,0.0005,50,30,0.001785541845756086,0.0020719756487422906,close
83.09071207236205,177.289634332648,SimpleFC,"SimpleFC(;   (fc): Sequential(;     (0): Flatten(start_dim=1, end_dim=-1);     (1): Linear(in_features=100, out_features=128, bias=True);     (2): ReLU();     (3): Linear(in_features=128, out_features=12, bias=True);   ); )",BTCUSDT,100,12,64,0.0005,50,30,0.0017601415596069417,0.0020255164937414273,close
80.0863067862529,172.5976346376576,GRUStacked,"GRUStacked(;   (gru): GRU(1, 64, num_layers=2, batch_first=True);   (fc): Linear(in_features=64, out_features=12, bias=True); )",BTCUSDT,100,12,64,0.0005,50,30,0.0017592705626855764,0.0019908282483459996,close
89.75831101331181,180.5150850430613,TransformerTimeSeries,"TransformerTimeSeries(;   (input_projection): Linear(in_features=1, out_features=64, bias=True);   (transformer_encoder): TransformerEncoder(;     (layers): ModuleList(;       (0-1): 2 x TransformerEncoderLayer(;         (self_attn): MultiheadAttention(;           (out_proj): NonDynamicallyQuantizab",BTCUSDT,100,12,64,0.0005,50,30,0.0019507042059817943,0.0020882674038200976,close
86.51345568382173,169.60141873299776,ConvFC,"ConvFC(;   (conv): Conv1d(1, 16, kernel_size=(3,), stride=(1,));   (fc): Sequential(;     (0): Linear(in_features=1568, out_features=128, bias=True);     (1): ReLU();     (2): Linear(in_features=128, out_features=12, bias=True);   ); )",BTCUSDT,100,12,64,0.0005,50,15,0.0017032915774930206,0.0022634992471295477,close
87.0640286638885,171.38858513090676,SimpleFC,"SimpleFC(;   (fc): Sequential(;     (0): Flatten(start_dim=1, end_dim=-1);     (1): Linear(in_features=100, out_features=128, bias=True);     (2): ReLU();     (3): Linear(in_features=128, out_features=12, bias=True);   ); )",BTCUSDT,100,12,64,0.0005,50,15,0.0017189625199514969,0.002241286631349636,close
86.3065328090176,175.58294759821902,GRUStacked,"GRUStacked(;   (gru): GRU(1, 64, num_layers=2, batch_first=True);   (fc): Linear(in_features=64, out_features=12, bias=True); )",BTCUSDT,100,12,64,0.0005,50,15,0.0012536339887941003,0.0022476496683053473,close
82.00747024274608,165.04919800295008,TransformerTimeSeries,"TransformerTimeSeries(;   (input_projection): Linear(in_features=1, out_features=64, bias=True);   (transformer_encoder): TransformerEncoder(;     (layers): ModuleList(;       (0-1): 2 x TransformerEncoderLayer(;         (self_attn): MultiheadAttention(;           (out_proj): NonDynamicallyQuantizab",BTCUSDT,100,12,64,0.0005,50,15,0.0016763949628142622,0.0021458322752845264,close
85.56162391600536,166.79945479568786,ConvFC,"ConvFC(;   (conv): Conv1d(1, 16, kernel_size=(3,), stride=(1,));   (fc): Sequential(;     (0): Linear(in_features=1568, out_features=128, bias=True);     (1): ReLU();     (2): Linear(in_features=128, out_features=12, bias=True);   ); )",BTCUSDT,100,12,64,0.0005,50,15,0.0017565828753636566,0.002203665628038338,close
89.94941655077896,177.1726103713598,SimpleFC,"SimpleFC(;   (fc): Sequential(;     (0): Flatten(start_dim=1, end_dim=-1);     (1): Linear(in_features=100, out_features=128, bias=True);     (2): ReLU();     (3): Linear(in_features=128, out_features=12, bias=True);   ); )",BTCUSDT,100,12,64,0.0005,50,15,0.0016877146214834416,0.0022678489729048962,close
81.34786348471967,160.18659821657232,GRUStacked,"GRUStacked(;   (gru): GRU(1, 64, num_layers=2, batch_first=True);   (fc): Linear(in_features=64, out_features=12, bias=True); )",BTCUSDT,100,12,64,0.0005,50,15,0.0013185180867389765,0.002173353430864532,close
85.62100483666626,167.4130933748526,TransformerTimeSeries,"TransformerTimeSeries(;   (input_projection): Linear(in_features=1, out_features=64, bias=True);   (transformer_encoder): TransformerEncoder(;     (layers): ModuleList(;       (0-1): 2 x TransformerEncoderLayer(;         (self_attn): MultiheadAttention(;           (out_proj): NonDynamicallyQuantizab",BTCUSDT,100,12,64,0.0005,50,15,0.0016912535660637005,0.002144033020246405,close
90.77601015525835,175.45927145462167,ConvFC,"ConvFC(;   (conv): Conv1d(1, 16, kernel_size=(3,), stride=(1,));   (fc): Sequential(;     (0): Linear(in_features=1568, out_features=128, bias=True);     (1): ReLU();     (2): Linear(in_features=128, out_features=12, bias=True);   ); )",BTCUSDT,100,12,64,0.0005,50,15,0.0016926085953766785,0.002330759364452465,close
89.39029707124223,176.24210273106758,SimpleFC,"SimpleFC(;   (fc): Sequential(;     (0): Flatten(start_dim=1, end_dim=-1);     (1): Linear(in_features=100, out_features=128, bias=True);     (2): ReLU();     (3): Linear(in_features=128, out_features=12, bias=True);   ); )",BTCUSDT,100,12,64,0.0005,50,15,0.0017143993346858642,0.002230743341066915,close
79.2509849615424,160.24409598364147,GRUStacked,"GRUStacked(;   (gru): GRU(1, 64, num_layers=2, batch_first=True);   (fc): Linear(in_features=64, out_features=12, bias=True); )",BTCUSDT,100,12,64,0.0005,50,15,0.001520039543090452,0.0019811800262634306,close
84.81884896680701,166.72106259397347,TransformerTimeSeries,"TransformerTimeSeries(;   (input_projection): Linear(in_features=1, out_features=64, bias=True);   (transformer_encoder): TransformerEncoder(;     (layers): ModuleList(;       (0-1): 2 x TransformerEncoderLayer(;         (self_attn): MultiheadAttention(;           (out_proj): NonDynamicallyQuantizab",BTCUSDT,100,12,64,0.0005,50,15,0.0016806788148648465,0.002147441823401034,close
86.20666457748655,169.54037037074258,ConvFC,"ConvFC(;   (conv): Conv1d(1, 16, kernel_size=(3,), stride=(1,));   (fc): Sequential(;     (0): Linear(in_features=1568, out_features=128, bias=True);     (1): ReLU();     (2): Linear(in_features=128, out_features=12, bias=True);   ); )",BTCUSDT,100,12,64,0.0005,50,15,0.0017231914669272729,0.0022301274331529503,close
88.65949834430472,173.8742039013969,SimpleFC,"SimpleFC(;   (fc): Sequential(;     (0): Flatten(start_dim=1, end_dim=-1);     (1): Linear(in_features=100, out_features=128, bias=True);     (2): ReLU();     (3): Linear(in_features=128, out_features=12, bias=True);   ); )",BTCUSDT,100,12,64,0.0005,50,15,0.001697977745393866,0.0022699531400576234,close
80.20108082618991,157.6260583240126,GRUStacked,"GRUStacked(;   (gru): GRU(1, 64, num_layers=2, batch_first=True);   (fc): Linear(in_features=64, out_features=12, bias=True); )",BTCUSDT,100,12,64,0.0005,50,15,0.0013829855694989987,0.002115128269620973,close
85.46470987381491,166.76256208067278,TransformerTimeSeries,"TransformerTimeSeries(;   (input_projection): Linear(in_features=1, out_features=64, bias=True);   (transformer_encoder): TransformerEncoder(;     (layers): ModuleList(;       (0-1): 2 x TransformerEncoderLayer(;         (self_attn): MultiheadAttention(;           (out_proj): NonDynamicallyQuantizab",BTCUSDT,100,12,64,0.0005,50,15,0.0016658969891969171,0.0022005882340675707,close
85.67846054902395,166.7914189343346,ConvFC,"ConvFC(;   (conv): Conv1d(1, 16, kernel_size=(3,), stride=(1,));   (fc): Sequential(;     (0): Linear(in_features=1568, out_features=128, bias=True);     (1): ReLU();     (2): Linear(in_features=128, out_features=12, bias=True);   ); )",BTCUSDT,100,12,64,0.0005,50,15,0.0017808576136273658,0.002221974758920597,close
88.25560425574946,173.04535739626112,SimpleFC,"SimpleFC(;   (fc): Sequential(;     (0): Flatten(start_dim=1, end_dim=-1);     (1): Linear(in_features=100, out_features=128, bias=True);     (2): ReLU();     (3): Linear(in_features=128, out_features=12, bias=True);   ); )",BTCUSDT,100,12,64,0.0005,50,15,0.0017183078016986143,0.002214126038907213,close
81.1640582862406,160.95132462496755,GRUStacked,"GRUStacked(;   (gru): GRU(1, 64, num_layers=2, batch_first=True);   (fc): Linear(in_features=64, out_features=12, bias=True); )",BTCUSDT,100,12,64,0.0005,50,15,0.0015258215254333014,0.0020640765178716936,close
85.72709960227719,166.6871289751482,TransformerTimeSeries,"TransformerTimeSeries(;   (input_projection): Linear(in_features=1, out_features=64, bias=True);   (transformer_encoder): TransformerEncoder(;     (layers): ModuleList(;       (0-1): 2 x TransformerEncoderLayer(;         (self_attn): MultiheadAttention(;           (out_proj): NonDynamicallyQuantizab",BTCUSDT,100,12,64,0.0005,50,15,0.0017318389404358135,0.0021843365522929365,close
